recipe_id,name,cuisine,ingredients,instructions
1549,Recipe 1549,Mediterranean,"pasta,cheese,cream",Boil and mix ingredients
1550,Recipe 1550,Indian,"rice,vegetables,soy sauce",Simmer for 45 minutes
1551,Recipe 1551,Italian,"tomato,onion,garlic",Stir fry on high heat
1552,Recipe 1552,British,"fish,lemon,herbs",Bake until golden
1553,Recipe 1553,Chinese,"beans,corn,tomato",Blend and simmer
1554,Recipe 1554,American,"chicken,onion,spices",Cook slowly for 30 minutes
1555,Recipe 1555,Mexican,"beef,potato,carrot",Boil and mix ingredients
1556,Recipe 1556,French,"pasta,cheese,cream",Simmer for 45 minutes
1557,Recipe 1557,Japanese,"rice,vegetables,soy sauce",Stir fry on high heat
1558,Recipe 1558,Thai,"tomato,onion,garlic",Bake until golden
1559,Recipe 1559,Mediterranean,"fish,lemon,herbs",Blend and simmer
1560,Recipe 1560,Indian,"beans,corn,tomato",Cook slowly for 30 minutes
1561,Recipe 1561,Italian,"chicken,onion,spices",Boil and mix ingredients
1562,Recipe 1562,British,"beef,potato,carrot",Simmer for 45 minutes
1563,Recipe 1563,Chinese,"pasta,cheese,cream",Stir fry on high heat
1564,Recipe 1564,American,"rice,vegetables,soy sauce",Bake until golden
1565,Recipe 1565,Mexican,"tomato,onion,garlic",Blend and simmer
1566,Recipe 1566,French,"fish,lemon,herbs",Cook slowly for 30 minutes
1567,Recipe 1567,Japanese,"beans,corn,tomato",Boil and mix ingredients
1568,Recipe 1568,Thai,"chicken,onion,spices",Simmer for 45 minutes
1569,Recipe 1569,Mediterranean,"beef,potato,carrot",Stir fry on high heat
1570,Recipe 1570,Indian,"pasta,cheese,cream",Bake until golden
1571,Recipe 1571,Italian,"rice,vegetables,soy sauce",Blend and simmer
1572,Recipe 1572,British,"tomato,onion,garlic",Cook slowly for 30 minutes
1573,Recipe 1573,Chinese,"fish,lemon,herbs",Boil and mix ingredients
1574,Recipe 1574,American,"beans,corn,tomato",Simmer for 45 minutes
1575,Recipe 1575,Mexican,"chicken,onion,spices",Stir fry on high heat
1576,Recipe 1576,French,"beef,potato,carrot",Bake until golden
1577,Recipe 1577,Japanese,"pasta,cheese,cream",Blend and simmer
1578,Recipe 1578,Thai,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1579,Recipe 1579,Mediterranean,"tomato,onion,garlic",Boil and mix ingredients
1580,Recipe 1580,Indian,"fish,lemon,herbs",Simmer for 45 minutes
1581,Recipe 1581,Italian,"beans,corn,tomato",Stir fry on high heat
1582,Recipe 1582,British,"chicken,onion,spices",Bake until golden
1583,Recipe 1583,Chinese,"beef,potato,carrot",Blend and simmer
1584,Recipe 1584,American,"pasta,cheese,cream",Cook slowly for 30 minutes
1585,Recipe 1585,Mexican,"rice,vegetables,soy sauce",Boil and mix ingredients
1586,Recipe 1586,French,"tomato,onion,garlic",Simmer for 45 minutes
1587,Recipe 1587,Japanese,"fish,lemon,herbs",Stir fry on high heat
1588,Recipe 1588,Thai,"beans,corn,tomato",Bake until golden
1589,Recipe 1589,Mediterranean,"chicken,onion,spices",Blend and simmer
1590,Recipe 1590,Indian,"beef,potato,carrot",Cook slowly for 30 minutes
1591,Recipe 1591,Italian,"pasta,cheese,cream",Boil and mix ingredients
1592,Recipe 1592,British,"rice,vegetables,soy sauce",Simmer for 45 minutes
1593,Recipe 1593,Chinese,"tomato,onion,garlic",Stir fry on high heat
1594,Recipe 1594,American,"fish,lemon,herbs",Bake until golden
1595,Recipe 1595,Mexican,"beans,corn,tomato",Blend and simmer
1596,Recipe 1596,French,"chicken,onion,spices",Cook slowly for 30 minutes
1597,Recipe 1597,Japanese,"beef,potato,carrot",Boil and mix ingredients
1598,Recipe 1598,Thai,"pasta,cheese,cream",Simmer for 45 minutes
1599,Recipe 1599,Mediterranean,"rice,vegetables,soy sauce",Stir fry on high heat
1600,Recipe 1600,Indian,"tomato,onion,garlic",Bake until golden
1601,Recipe 1601,Italian,"fish,lemon,herbs",Blend and simmer
1602,Recipe 1602,British,"beans,corn,tomato",Cook slowly for 30 minutes
1603,Recipe 1603,Chinese,"chicken,onion,spices",Boil and mix ingredients
1604,Recipe 1604,American,"beef,potato,carrot",Simmer for 45 minutes
1605,Recipe 1605,Mexican,"pasta,cheese,cream",Stir fry on high heat
1606,Recipe 1606,French,"rice,vegetables,soy sauce",Bake until golden
1607,Recipe 1607,Japanese,"tomato,onion,garlic",Blend and simmer
1608,Recipe 1608,Thai,"fish,lemon,herbs",Cook slowly for 30 minutes
1609,Recipe 1609,Mediterranean,"beans,corn,tomato",Boil and mix ingredients
1610,Recipe 1610,Indian,"chicken,onion,spices",Simmer for 45 minutes
1611,Recipe 1611,Italian,"beef,potato,carrot",Stir fry on high heat
1612,Recipe 1612,British,"pasta,cheese,cream",Bake until golden
1613,Recipe 1613,Chinese,"rice,vegetables,soy sauce",Blend and simmer
1614,Recipe 1614,American,"tomato,onion,garlic",Cook slowly for 30 minutes
1615,Recipe 1615,Mexican,"fish,lemon,herbs",Boil and mix ingredients
1616,Recipe 1616,French,"beans,corn,tomato",Simmer for 45 minutes
1617,Recipe 1617,Japanese,"chicken,onion,spices",Stir fry on high heat
1618,Recipe 1618,Thai,"beef,potato,carrot",Bake until golden
1619,Recipe 1619,Mediterranean,"pasta,cheese,cream",Blend and simmer
1620,Recipe 1620,Indian,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1621,Recipe 1621,Italian,"tomato,onion,garlic",Boil and mix ingredients
1622,Recipe 1622,British,"fish,lemon,herbs",Simmer for 45 minutes
1623,Recipe 1623,Chinese,"beans,corn,tomato",Stir fry on high heat
1624,Recipe 1624,American,"chicken,onion,spices",Bake until golden
1625,Recipe 1625,Mexican,"beef,potato,carrot",Blend and simmer
1626,Recipe 1626,French,"pasta,cheese,cream",Cook slowly for 30 minutes
1627,Recipe 1627,Japanese,"rice,vegetables,soy sauce",Boil and mix ingredients
1628,Recipe 1628,Thai,"tomato,onion,garlic",Simmer for 45 minutes
1629,Recipe 1629,Mediterranean,"fish,lemon,herbs",Stir fry on high heat
1630,Recipe 1630,Indian,"beans,corn,tomato",Bake until golden
1631,Recipe 1631,Italian,"chicken,onion,spices",Blend and simmer
1632,Recipe 1632,British,"beef,potato,carrot",Cook slowly for 30 minutes
1633,Recipe 1633,Chinese,"pasta,cheese,cream",Boil and mix ingredients
1634,Recipe 1634,American,"rice,vegetables,soy sauce",Simmer for 45 minutes
1635,Recipe 1635,Mexican,"tomato,onion,garlic",Stir fry on high heat
1636,Recipe 1636,French,"fish,lemon,herbs",Bake until golden
1637,Recipe 1637,Japanese,"beans,corn,tomato",Blend and simmer
1638,Recipe 1638,Thai,"chicken,onion,spices",Cook slowly for 30 minutes
1639,Recipe 1639,Mediterranean,"beef,potato,carrot",Boil and mix ingredients
1640,Recipe 1640,Indian,"pasta,cheese,cream",Simmer for 45 minutes
1641,Recipe 1641,Italian,"rice,vegetables,soy sauce",Stir fry on high heat
1642,Recipe 1642,British,"tomato,onion,garlic",Bake until golden
1643,Recipe 1643,Chinese,"fish,lemon,herbs",Blend and simmer
1644,Recipe 1644,American,"beans,corn,tomato",Cook slowly for 30 minutes
1645,Recipe 1645,Mexican,"chicken,onion,spices",Boil and mix ingredients
1646,Recipe 1646,French,"beef,potato,carrot",Simmer for 45 minutes
1647,Recipe 1647,Japanese,"pasta,cheese,cream",Stir fry on high heat
1648,Recipe 1648,Thai,"rice,vegetables,soy sauce",Bake until golden
1649,Recipe 1649,Mediterranean,"tomato,onion,garlic",Blend and simmer
1650,Recipe 1650,Indian,"fish,lemon,herbs",Cook slowly for 30 minutes
1651,Recipe 1651,Italian,"beans,corn,tomato",Boil and mix ingredients
1652,Recipe 1652,British,"chicken,onion,spices",Simmer for 45 minutes
1653,Recipe 1653,Chinese,"beef,potato,carrot",Stir fry on high heat
1654,Recipe 1654,American,"pasta,cheese,cream",Bake until golden
1655,Recipe 1655,Mexican,"rice,vegetables,soy sauce",Blend and simmer
1656,Recipe 1656,French,"tomato,onion,garlic",Cook slowly for 30 minutes
1657,Recipe 1657,Japanese,"fish,lemon,herbs",Boil and mix ingredients
1658,Recipe 1658,Thai,"beans,corn,tomato",Simmer for 45 minutes
1659,Recipe 1659,Mediterranean,"chicken,onion,spices",Stir fry on high heat
1660,Recipe 1660,Indian,"beef,potato,carrot",Bake until golden
1661,Recipe 1661,Italian,"pasta,cheese,cream",Blend and simmer
1662,Recipe 1662,British,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1663,Recipe 1663,Chinese,"tomato,onion,garlic",Boil and mix ingredients
1664,Recipe 1664,American,"fish,lemon,herbs",Simmer for 45 minutes
1665,Recipe 1665,Mexican,"beans,corn,tomato",Stir fry on high heat
1666,Recipe 1666,French,"chicken,onion,spices",Bake until golden
1667,Recipe 1667,Japanese,"beef,potato,carrot",Blend and simmer
1668,Recipe 1668,Thai,"pasta,cheese,cream",Cook slowly for 30 minutes
1669,Recipe 1669,Mediterranean,"rice,vegetables,soy sauce",Boil and mix ingredients
1670,Recipe 1670,Indian,"tomato,onion,garlic",Simmer for 45 minutes
1671,Recipe 1671,Italian,"fish,lemon,herbs",Stir fry on high heat
1672,Recipe 1672,British,"beans,corn,tomato",Bake until golden
1673,Recipe 1673,Chinese,"chicken,onion,spices",Blend and simmer
1674,Recipe 1674,American,"beef,potato,carrot",Cook slowly for 30 minutes
1675,Recipe 1675,Mexican,"pasta,cheese,cream",Boil and mix ingredients
1676,Recipe 1676,French,"rice,vegetables,soy sauce",Simmer for 45 minutes
1677,Recipe 1677,Japanese,"tomato,onion,garlic",Stir fry on high heat
1678,Recipe 1678,Thai,"fish,lemon,herbs",Bake until golden
1679,Recipe 1679,Mediterranean,"beans,corn,tomato",Blend and simmer
1680,Recipe 1680,Indian,"chicken,onion,spices",Cook slowly for 30 minutes
1681,Recipe 1681,Italian,"beef,potato,carrot",Boil and mix ingredients
1682,Recipe 1682,British,"pasta,cheese,cream",Simmer for 45 minutes
1683,Recipe 1683,Chinese,"rice,vegetables,soy sauce",Stir fry on high heat
1684,Recipe 1684,American,"tomato,onion,garlic",Bake until golden
1685,Recipe 1685,Mexican,"fish,lemon,herbs",Blend and simmer
1686,Recipe 1686,French,"beans,corn,tomato",Cook slowly for 30 minutes
1687,Recipe 1687,Japanese,"chicken,onion,spices",Boil and mix ingredients
1688,Recipe 1688,Thai,"beef,potato,carrot",Simmer for 45 minutes
1689,Recipe 1689,Mediterranean,"pasta,cheese,cream",Stir fry on high heat
1690,Recipe 1690,Indian,"rice,vegetables,soy sauce",Bake until golden
1691,Recipe 1691,Italian,"tomato,onion,garlic",Blend and simmer
1692,Recipe 1692,British,"fish,lemon,herbs",Cook slowly for 30 minutes
1693,Recipe 1693,Chinese,"beans,corn,tomato",Boil and mix ingredients
1694,Recipe 1694,American,"chicken,onion,spices",Simmer for 45 minutes
1695,Recipe 1695,Mexican,"beef,potato,carrot",Stir fry on high heat
1696,Recipe 1696,French,"pasta,cheese,cream",Bake until golden
1697,Recipe 1697,Japanese,"rice,vegetables,soy sauce",Blend and simmer
1698,Recipe 1698,Thai,"tomato,onion,garlic",Cook slowly for 30 minutes
1699,Recipe 1699,Mediterranean,"fish,lemon,herbs",Boil and mix ingredients
1700,Recipe 1700,Indian,"beans,corn,tomato",Simmer for 45 minutes
1701,Recipe 1701,Italian,"chicken,onion,spices",Stir fry on high heat
1702,Recipe 1702,British,"beef,potato,carrot",Bake until golden
1703,Recipe 1703,Chinese,"pasta,cheese,cream",Blend and simmer
1704,Recipe 1704,American,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1705,Recipe 1705,Mexican,"tomato,onion,garlic",Boil and mix ingredients
1706,Recipe 1706,French,"fish,lemon,herbs",Simmer for 45 minutes
1707,Recipe 1707,Japanese,"beans,corn,tomato",Stir fry on high heat
1708,Recipe 1708,Thai,"chicken,onion,spices",Bake until golden
1709,Recipe 1709,Mediterranean,"beef,potato,carrot",Blend and simmer
1710,Recipe 1710,Indian,"pasta,cheese,cream",Cook slowly for 30 minutes
1711,Recipe 1711,Italian,"rice,vegetables,soy sauce",Boil and mix ingredients
1712,Recipe 1712,British,"tomato,onion,garlic",Simmer for 45 minutes
1713,Recipe 1713,Chinese,"fish,lemon,herbs",Stir fry on high heat
1714,Recipe 1714,American,"beans,corn,tomato",Bake until golden
1715,Recipe 1715,Mexican,"chicken,onion,spices",Blend and simmer
1716,Recipe 1716,French,"beef,potato,carrot",Cook slowly for 30 minutes
1717,Recipe 1717,Japanese,"pasta,cheese,cream",Boil and mix ingredients
1718,Recipe 1718,Thai,"rice,vegetables,soy sauce",Simmer for 45 minutes
1719,Recipe 1719,Mediterranean,"tomato,onion,garlic",Stir fry on high heat
1720,Recipe 1720,Indian,"fish,lemon,herbs",Bake until golden
1721,Recipe 1721,Italian,"beans,corn,tomato",Blend and simmer
1722,Recipe 1722,British,"chicken,onion,spices",Cook slowly for 30 minutes
1723,Recipe 1723,Chinese,"beef,potato,carrot",Boil and mix ingredients
1724,Recipe 1724,American,"pasta,cheese,cream",Simmer for 45 minutes
1725,Recipe 1725,Mexican,"rice,vegetables,soy sauce",Stir fry on high heat
1726,Recipe 1726,French,"tomato,onion,garlic",Bake until golden
1727,Recipe 1727,Japanese,"fish,lemon,herbs",Blend and simmer
1728,Recipe 1728,Thai,"beans,corn,tomato",Cook slowly for 30 minutes
1729,Recipe 1729,Mediterranean,"chicken,onion,spices",Boil and mix ingredients
1730,Recipe 1730,Indian,"beef,potato,carrot",Simmer for 45 minutes
1731,Recipe 1731,Italian,"pasta,cheese,cream",Stir fry on high heat
1732,Recipe 1732,British,"rice,vegetables,soy sauce",Bake until golden
1733,Recipe 1733,Chinese,"tomato,onion,garlic",Blend and simmer
1734,Recipe 1734,American,"fish,lemon,herbs",Cook slowly for 30 minutes
1735,Recipe 1735,Mexican,"beans,corn,tomato",Boil and mix ingredients
1736,Recipe 1736,French,"chicken,onion,spices",Simmer for 45 minutes
1737,Recipe 1737,Japanese,"beef,potato,carrot",Stir fry on high heat
1738,Recipe 1738,Thai,"pasta,cheese,cream",Bake until golden
1739,Recipe 1739,Mediterranean,"rice,vegetables,soy sauce",Blend and simmer
1740,Recipe 1740,Indian,"tomato,onion,garlic",Cook slowly for 30 minutes
1741,Recipe 1741,Italian,"fish,lemon,herbs",Boil and mix ingredients
1742,Recipe 1742,British,"beans,corn,tomato",Simmer for 45 minutes
1743,Recipe 1743,Chinese,"chicken,onion,spices",Stir fry on high heat
1744,Recipe 1744,American,"beef,potato,carrot",Bake until golden
1745,Recipe 1745,Mexican,"pasta,cheese,cream",Blend and simmer
1746,Recipe 1746,French,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1747,Recipe 1747,Japanese,"tomato,onion,garlic",Boil and mix ingredients
1748,Recipe 1748,Thai,"fish,lemon,herbs",Simmer for 45 minutes
1749,Recipe 1749,Mediterranean,"beans,corn,tomato",Stir fry on high heat
1750,Recipe 1750,Indian,"chicken,onion,spices",Bake until golden
1751,Recipe 1751,Italian,"beef,potato,carrot",Blend and simmer
1752,Recipe 1752,British,"pasta,cheese,cream",Cook slowly for 30 minutes
1753,Recipe 1753,Chinese,"rice,vegetables,soy sauce",Boil and mix ingredients
1754,Recipe 1754,American,"tomato,onion,garlic",Simmer for 45 minutes
1755,Recipe 1755,Mexican,"fish,lemon,herbs",Stir fry on high heat
1756,Recipe 1756,French,"beans,corn,tomato",Bake until golden
1757,Recipe 1757,Japanese,"chicken,onion,spices",Blend and simmer
1758,Recipe 1758,Thai,"beef,potato,carrot",Cook slowly for 30 minutes
1759,Recipe 1759,Mediterranean,"pasta,cheese,cream",Boil and mix ingredients
1760,Recipe 1760,Indian,"rice,vegetables,soy sauce",Simmer for 45 minutes
1761,Recipe 1761,Italian,"tomato,onion,garlic",Stir fry on high heat
1762,Recipe 1762,British,"fish,lemon,herbs",Bake until golden
1763,Recipe 1763,Chinese,"beans,corn,tomato",Blend and simmer
1764,Recipe 1764,American,"chicken,onion,spices",Cook slowly for 30 minutes
1765,Recipe 1765,Mexican,"beef,potato,carrot",Boil and mix ingredients
1766,Recipe 1766,French,"pasta,cheese,cream",Simmer for 45 minutes
1767,Recipe 1767,Japanese,"rice,vegetables,soy sauce",Stir fry on high heat
1768,Recipe 1768,Thai,"tomato,onion,garlic",Bake until golden
1769,Recipe 1769,Mediterranean,"fish,lemon,herbs",Blend and simmer
1770,Recipe 1770,Indian,"beans,corn,tomato",Cook slowly for 30 minutes
1771,Recipe 1771,Italian,"chicken,onion,spices",Boil and mix ingredients
1772,Recipe 1772,British,"beef,potato,carrot",Simmer for 45 minutes
1773,Recipe 1773,Chinese,"pasta,cheese,cream",Stir fry on high heat
1774,Recipe 1774,American,"rice,vegetables,soy sauce",Bake until golden
1775,Recipe 1775,Mexican,"tomato,onion,garlic",Blend and simmer
1776,Recipe 1776,French,"fish,lemon,herbs",Cook slowly for 30 minutes
1777,Recipe 1777,Japanese,"beans,corn,tomato",Boil and mix ingredients
1778,Recipe 1778,Thai,"chicken,onion,spices",Simmer for 45 minutes
1779,Recipe 1779,Mediterranean,"beef,potato,carrot",Stir fry on high heat
1780,Recipe 1780,Indian,"pasta,cheese,cream",Bake until golden
1781,Recipe 1781,Italian,"rice,vegetables,soy sauce",Blend and simmer
1782,Recipe 1782,British,"tomato,onion,garlic",Cook slowly for 30 minutes
1783,Recipe 1783,Chinese,"fish,lemon,herbs",Boil and mix ingredients
1784,Recipe 1784,American,"beans,corn,tomato",Simmer for 45 minutes
1785,Recipe 1785,Mexican,"chicken,onion,spices",Stir fry on high heat
1786,Recipe 1786,French,"beef,potato,carrot",Bake until golden
1787,Recipe 1787,Japanese,"pasta,cheese,cream",Blend and simmer
1788,Recipe 1788,Thai,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1789,Recipe 1789,Mediterranean,"tomato,onion,garlic",Boil and mix ingredients
1790,Recipe 1790,Indian,"fish,lemon,herbs",Simmer for 45 minutes
1791,Recipe 1791,Italian,"beans,corn,tomato",Stir fry on high heat
1792,Recipe 1792,British,"chicken,onion,spices",Bake until golden
1793,Recipe 1793,Chinese,"beef,potato,carrot",Blend and simmer
1794,Recipe 1794,American,"pasta,cheese,cream",Cook slowly for 30 minutes
1795,Recipe 1795,Mexican,"rice,vegetables,soy sauce",Boil and mix ingredients
1796,Recipe 1796,French,"tomato,onion,garlic",Simmer for 45 minutes
1797,Recipe 1797,Japanese,"fish,lemon,herbs",Stir fry on high heat
1798,Recipe 1798,Thai,"beans,corn,tomato",Bake until golden
1799,Recipe 1799,Mediterranean,"chicken,onion,spices",Blend and simmer
1800,Recipe 1800,Indian,"beef,potato,carrot",Cook slowly for 30 minutes
1801,Recipe 1801,Italian,"pasta,cheese,cream",Boil and mix ingredients
1802,Recipe 1802,British,"rice,vegetables,soy sauce",Simmer for 45 minutes
1803,Recipe 1803,Chinese,"tomato,onion,garlic",Stir fry on high heat
1804,Recipe 1804,American,"fish,lemon,herbs",Bake until golden
1805,Recipe 1805,Mexican,"beans,corn,tomato",Blend and simmer
1806,Recipe 1806,French,"chicken,onion,spices",Cook slowly for 30 minutes
1807,Recipe 1807,Japanese,"beef,potato,carrot",Boil and mix ingredients
1808,Recipe 1808,Thai,"pasta,cheese,cream",Simmer for 45 minutes
1809,Recipe 1809,Mediterranean,"rice,vegetables,soy sauce",Stir fry on high heat
1810,Recipe 1810,Indian,"tomato,onion,garlic",Bake until golden
1811,Recipe 1811,Italian,"fish,lemon,herbs",Blend and simmer
1812,Recipe 1812,British,"beans,corn,tomato",Cook slowly for 30 minutes
1813,Recipe 1813,Chinese,"chicken,onion,spices",Boil and mix ingredients
1814,Recipe 1814,American,"beef,potato,carrot",Simmer for 45 minutes
1815,Recipe 1815,Mexican,"pasta,cheese,cream",Stir fry on high heat
1816,Recipe 1816,French,"rice,vegetables,soy sauce",Bake until golden
1817,Recipe 1817,Japanese,"tomato,onion,garlic",Blend and simmer
1818,Recipe 1818,Thai,"fish,lemon,herbs",Cook slowly for 30 minutes
1819,Recipe 1819,Mediterranean,"beans,corn,tomato",Boil and mix ingredients
1820,Recipe 1820,Indian,"chicken,onion,spices",Simmer for 45 minutes
1821,Recipe 1821,Italian,"beef,potato,carrot",Stir fry on high heat
1822,Recipe 1822,British,"pasta,cheese,cream",Bake until golden
1823,Recipe 1823,Chinese,"rice,vegetables,soy sauce",Blend and simmer
1824,Recipe 1824,American,"tomato,onion,garlic",Cook slowly for 30 minutes
1825,Recipe 1825,Mexican,"fish,lemon,herbs",Boil and mix ingredients
1826,Recipe 1826,French,"beans,corn,tomato",Simmer for 45 minutes
1827,Recipe 1827,Japanese,"chicken,onion,spices",Stir fry on high heat
1828,Recipe 1828,Thai,"beef,potato,carrot",Bake until golden
1829,Recipe 1829,Mediterranean,"pasta,cheese,cream",Blend and simmer
1830,Recipe 1830,Indian,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1831,Recipe 1831,Italian,"tomato,onion,garlic",Boil and mix ingredients
1832,Recipe 1832,British,"fish,lemon,herbs",Simmer for 45 minutes
1833,Recipe 1833,Chinese,"beans,corn,tomato",Stir fry on high heat
1834,Recipe 1834,American,"chicken,onion,spices",Bake until golden
1835,Recipe 1835,Mexican,"beef,potato,carrot",Blend and simmer
1836,Recipe 1836,French,"pasta,cheese,cream",Cook slowly for 30 minutes
1837,Recipe 1837,Japanese,"rice,vegetables,soy sauce",Boil and mix ingredients
1838,Recipe 1838,Thai,"tomato,onion,garlic",Simmer for 45 minutes
1839,Recipe 1839,Mediterranean,"fish,lemon,herbs",Stir fry on high heat
1840,Recipe 1840,Indian,"beans,corn,tomato",Bake until golden
1841,Recipe 1841,Italian,"chicken,onion,spices",Blend and simmer
1842,Recipe 1842,British,"beef,potato,carrot",Cook slowly for 30 minutes
1843,Recipe 1843,Chinese,"pasta,cheese,cream",Boil and mix ingredients
1844,Recipe 1844,American,"rice,vegetables,soy sauce",Simmer for 45 minutes
1845,Recipe 1845,Mexican,"tomato,onion,garlic",Stir fry on high heat
1846,Recipe 1846,French,"fish,lemon,herbs",Bake until golden
1847,Recipe 1847,Japanese,"beans,corn,tomato",Blend and simmer
1848,Recipe 1848,Thai,"chicken,onion,spices",Cook slowly for 30 minutes
1849,Recipe 1849,Mediterranean,"beef,potato,carrot",Boil and mix ingredients
1850,Recipe 1850,Indian,"pasta,cheese,cream",Simmer for 45 minutes
1851,Recipe 1851,Italian,"rice,vegetables,soy sauce",Stir fry on high heat
1852,Recipe 1852,British,"tomato,onion,garlic",Bake until golden
1853,Recipe 1853,Chinese,"fish,lemon,herbs",Blend and simmer
1854,Recipe 1854,American,"beans,corn,tomato",Cook slowly for 30 minutes
1855,Recipe 1855,Mexican,"chicken,onion,spices",Boil and mix ingredients
1856,Recipe 1856,French,"beef,potato,carrot",Simmer for 45 minutes
1857,Recipe 1857,Japanese,"pasta,cheese,cream",Stir fry on high heat
1858,Recipe 1858,Thai,"rice,vegetables,soy sauce",Bake until golden
1859,Recipe 1859,Mediterranean,"tomato,onion,garlic",Blend and simmer
1860,Recipe 1860,Indian,"fish,lemon,herbs",Cook slowly for 30 minutes
1861,Recipe 1861,Italian,"beans,corn,tomato",Boil and mix ingredients
1862,Recipe 1862,British,"chicken,onion,spices",Simmer for 45 minutes
1863,Recipe 1863,Chinese,"beef,potato,carrot",Stir fry on high heat
1864,Recipe 1864,American,"pasta,cheese,cream",Bake until golden
1865,Recipe 1865,Mexican,"rice,vegetables,soy sauce",Blend and simmer
1866,Recipe 1866,French,"tomato,onion,garlic",Cook slowly for 30 minutes
1867,Recipe 1867,Japanese,"fish,lemon,herbs",Boil and mix ingredients
1868,Recipe 1868,Thai,"beans,corn,tomato",Simmer for 45 minutes
1869,Recipe 1869,Mediterranean,"chicken,onion,spices",Stir fry on high heat
1870,Recipe 1870,Indian,"beef,potato,carrot",Bake until golden
1871,Recipe 1871,Italian,"pasta,cheese,cream",Blend and simmer
1872,Recipe 1872,British,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1873,Recipe 1873,Chinese,"tomato,onion,garlic",Boil and mix ingredients
1874,Recipe 1874,American,"fish,lemon,herbs",Simmer for 45 minutes
1875,Recipe 1875,Mexican,"beans,corn,tomato",Stir fry on high heat
1876,Recipe 1876,French,"chicken,onion,spices",Bake until golden
1877,Recipe 1877,Japanese,"beef,potato,carrot",Blend and simmer
1878,Recipe 1878,Thai,"pasta,cheese,cream",Cook slowly for 30 minutes
1879,Recipe 1879,Mediterranean,"rice,vegetables,soy sauce",Boil and mix ingredients
1880,Recipe 1880,Indian,"tomato,onion,garlic",Simmer for 45 minutes
1881,Recipe 1881,Italian,"fish,lemon,herbs",Stir fry on high heat
1882,Recipe 1882,British,"beans,corn,tomato",Bake until golden
1883,Recipe 1883,Chinese,"chicken,onion,spices",Blend and simmer
1884,Recipe 1884,American,"beef,potato,carrot",Cook slowly for 30 minutes
1885,Recipe 1885,Mexican,"pasta,cheese,cream",Boil and mix ingredients
1886,Recipe 1886,French,"rice,vegetables,soy sauce",Simmer for 45 minutes
1887,Recipe 1887,Japanese,"tomato,onion,garlic",Stir fry on high heat
1888,Recipe 1888,Thai,"fish,lemon,herbs",Bake until golden
1889,Recipe 1889,Mediterranean,"beans,corn,tomato",Blend and simmer
1890,Recipe 1890,Indian,"chicken,onion,spices",Cook slowly for 30 minutes
1891,Recipe 1891,Italian,"beef,potato,carrot",Boil and mix ingredients
1892,Recipe 1892,British,"pasta,cheese,cream",Simmer for 45 minutes
1893,Recipe 1893,Chinese,"rice,vegetables,soy sauce",Stir fry on high heat
1894,Recipe 1894,American,"tomato,onion,garlic",Bake until golden
1895,Recipe 1895,Mexican,"fish,lemon,herbs",Blend and simmer
1896,Recipe 1896,French,"beans,corn,tomato",Cook slowly for 30 minutes
1897,Recipe 1897,Japanese,"chicken,onion,spices",Boil and mix ingredients
1898,Recipe 1898,Thai,"beef,potato,carrot",Simmer for 45 minutes
1899,Recipe 1899,Mediterranean,"pasta,cheese,cream",Stir fry on high heat
1900,Recipe 1900,Indian,"rice,vegetables,soy sauce",Bake until golden
1901,Recipe 1901,Italian,"tomato,onion,garlic",Blend and simmer
1902,Recipe 1902,British,"fish,lemon,herbs",Cook slowly for 30 minutes
1903,Recipe 1903,Chinese,"beans,corn,tomato",Boil and mix ingredients
1904,Recipe 1904,American,"chicken,onion,spices",Simmer for 45 minutes
1905,Recipe 1905,Mexican,"beef,potato,carrot",Stir fry on high heat
1906,Recipe 1906,French,"pasta,cheese,cream",Bake until golden
1907,Recipe 1907,Japanese,"rice,vegetables,soy sauce",Blend and simmer
1908,Recipe 1908,Thai,"tomato,onion,garlic",Cook slowly for 30 minutes
1909,Recipe 1909,Mediterranean,"fish,lemon,herbs",Boil and mix ingredients
1910,Recipe 1910,Indian,"beans,corn,tomato",Simmer for 45 minutes
1911,Recipe 1911,Italian,"chicken,onion,spices",Stir fry on high heat
1912,Recipe 1912,British,"beef,potato,carrot",Bake until golden
1913,Recipe 1913,Chinese,"pasta,cheese,cream",Blend and simmer
1914,Recipe 1914,American,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1915,Recipe 1915,Mexican,"tomato,onion,garlic",Boil and mix ingredients
1916,Recipe 1916,French,"fish,lemon,herbs",Simmer for 45 minutes
1917,Recipe 1917,Japanese,"beans,corn,tomato",Stir fry on high heat
1918,Recipe 1918,Thai,"chicken,onion,spices",Bake until golden
1919,Recipe 1919,Mediterranean,"beef,potato,carrot",Blend and simmer
1920,Recipe 1920,Indian,"pasta,cheese,cream",Cook slowly for 30 minutes
1921,Recipe 1921,Italian,"rice,vegetables,soy sauce",Boil and mix ingredients
1922,Recipe 1922,British,"tomato,onion,garlic",Simmer for 45 minutes
